referrer,views_total,views_unique
github.com,811,61
lifecycle.keptn.sh,451,73
Google,211,35
medium.com,62,8
aperta-fons-bf53f.web.app,33,7
keptn.sh,29,11
goodfirstissues.com,18,5
cncf.io,16,4
contribute.cncf.io,15,1
dev-jira.dynatrace.org,7,2
