referrer,views_total,views_unique
keptn.sh,121,40
github.com,101,18
Google,84,30
contribute.cncf.io,10,2
chatgpt.com,7,5
cncf.io,5,4
medium.com,3,3
search.brave.com,3,2
DuckDuckGo,2,2
thenewstack.io,2,1
