referrer,views_total,views_unique
keptn.sh,509,59
Google,153,45
github.com,87,19
yandex.ru,75,1
cncf.io,18,8
Bing,17,2
DuckDuckGo,16,4
medium.com,10,6
lifecycle.keptn.sh,6,3
goodfirstissues.com,4,2
