time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-10 00:00:00+00:00,71,19,158,28
2024-05-11 00:00:00+00:00,73,17,18,9
2024-05-12 00:00:00+00:00,70,16,28,13
2024-05-13 00:00:00+00:00,1649,87,582,31
2024-05-14 00:00:00+00:00,692,58,185,43
2024-05-15 00:00:00+00:00,112,31,233,27
2024-05-16 00:00:00+00:00,108,23,106,30
2024-05-17 00:00:00+00:00,1389,80,209,30
2024-05-18 00:00:00+00:00,241,28,39,13
2024-05-19 00:00:00+00:00,31,15,9,7
2024-05-20 00:00:00+00:00,104,54,206,22
2024-05-21 00:00:00+00:00,1181,118,210,30
2024-05-22 00:00:00+00:00,136,52,229,19
2024-05-23 00:00:00+00:00,1980,170,320,31
