url_path,views_total,views_unique
/keptn/lifecycle-toolkit,340,193
/keptn/lifecycle-toolkit/issues,101,28
/keptn/lifecycle-toolkit/tree/main/examples/support,64,5
/keptn/lifecycle-toolkit/pulls,59,19
/keptn/lifecycle-toolkit/tree/main/examples,57,9
/keptn/lifecycle-toolkit/tree/main/examples/sample-app,51,13
/keptn/lifecycle-toolkit/pull/3487,35,6
/keptn/lifecycle-toolkit/tree/main/examples/support/observability,35,3
/keptn/lifecycle-toolkit/pull/3500,32,8
/keptn/lifecycle-toolkit/tree/main/examples/support/metrics,31,2
