url_path,views_total,views_unique
/keptn/lifecycle-toolkit,202,120
/keptn/lifecycle-toolkit/releases,59,8
/keptn/lifecycle-toolkit/issues,43,15
/keptn/lifecycle-toolkit/tree/main/chart,17,5
/keptn/lifecycle-toolkit/issues/3783,17,3
/keptn/lifecycle-toolkit/issues/3920,15,5
/keptn/lifecycle-toolkit/blob/main/chart/Chart.yaml,12,3
/keptn/lifecycle-toolkit/releases/tag/keptn-v2.3.0,11,1
/keptn/lifecycle-toolkit/blob/main/examples/sample-app/version-1/app-pre-deploy.yaml,10,3
/keptn/lifecycle-toolkit/commit/09349640faf1d54764646abf5962704abcd1c270,10,1
