url_path,views_total,views_unique
/keptn/lifecycle-toolkit,257,142
/keptn/lifecycle-toolkit/issues,53,18
/keptn/lifecycle-toolkit/issues/3727,28,8
/keptn/lifecycle-toolkit/tree/main/chart,25,9
/keptn/lifecycle-toolkit/tree/main/metrics-operator/controllers/common/providers,24,7
/keptn/lifecycle-toolkit/tree/main/metrics-operator/controllers/common/providers/dynatrace,22,3
/keptn/lifecycle-toolkit/graphs/contributors,21,7
/keptn/lifecycle-toolkit/tree/main/metrics-operator,20,11
/keptn/lifecycle-toolkit/tree/main/examples,19,8
/keptn/lifecycle-toolkit/tree/main/examples/sample-app,19,6
