time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-11 00:00:00+00:00,55.0,11.0,78,26
2024-12-12 00:00:00+00:00,48.0,10.0,59,25
2024-12-13 00:00:00+00:00,97.0,13.0,56,20
2024-12-14 00:00:00+00:00,103.0,8.0,6,4
2024-12-15 00:00:00+00:00,27.0,7.0,18,10
2024-12-16 00:00:00+00:00,41.0,6.0,66,17
2024-12-17 00:00:00+00:00,31.0,7.0,64,18
2024-12-18 00:00:00+00:00,5.0,4.0,86,20
2024-12-19 00:00:00+00:00,40.0,5.0,37,16
2024-12-20 00:00:00+00:00,57.0,13.0,31,18
2024-12-21 00:00:00+00:00,21.0,6.0,52,9
2024-12-22 00:00:00+00:00,48.0,10.0,13,12
2024-12-23 00:00:00+00:00,43.0,7.0,23,15
2024-12-24 00:00:00+00:00,,,41,12
