referrer,views_total,views_unique
github.com,790,67
keptn.sh,475,94
Google,368,67
medium.com,73,9
dynatrace.com,51,2
dev-jira.dynatrace.org,23,4
Bing,22,3
cncf.io,14,5
com.linkedin.android,8,4
contribute.cncf.io,8,4
