url_path,views_total,views_unique
/keptn/lifecycle-toolkit,166,111
/keptn/lifecycle-toolkit/issues,35,20
/keptn/lifecycle-toolkit/pulls,16,12
/keptn/lifecycle-toolkit/tree/main/examples/sample-app,13,9
/keptn/lifecycle-toolkit/pull/3906,12,7
/keptn/lifecycle-toolkit/issues/3360,11,4
/keptn/lifecycle-toolkit/blob/main/examples/sample-app/base/container-task.yaml,10,5
/keptn/lifecycle-toolkit/tree/main/examples,10,4
/keptn/lifecycle-toolkit/blob/main/examples/sample-app/README.md,8,3
/keptn/lifecycle-toolkit/blob/main/lifecycle-operator/chart/README.md,8,2
