referrer,views_total,views_unique
github.com,1611,60
keptn.sh,781,92
Google,430,56
linkedin.com,40,12
Bing,28,6
medium.com,26,8
cncf.io,17,7
costcotravel.atlassian.net,16,2
dev-jira.dynatrace.org,15,2
landscape.cncf.io,11,9
