time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-10 00:00:00+00:00,215,109,37,16
2025-11-11 00:00:00+00:00,289,124,27,12
2025-11-12 00:00:00+00:00,284,134,2,2
2025-11-13 00:00:00+00:00,187,122,25,12
2025-11-14 00:00:00+00:00,174,86,22,12
2025-11-15 00:00:00+00:00,297,95,18,12
2025-11-16 00:00:00+00:00,251,50,22,12
2025-11-17 00:00:00+00:00,208,69,11,10
2025-11-18 00:00:00+00:00,57,37,47,11
2025-11-19 00:00:00+00:00,59,31,24,13
2025-11-20 00:00:00+00:00,150,37,47,13
2025-11-21 00:00:00+00:00,167,28,29,15
2025-11-22 00:00:00+00:00,131,59,21,11
2025-11-23 00:00:00+00:00,282,81,8,8
