referrer,views_total,views_unique
keptn.sh,226,53
github.com,69,20
Google,56,33
cncf.io,16,7
kyverno.github.io,15,1
contribute.cncf.io,6,3
Bing,5,3
statics.teams.cdn.office.net,5,2
cloudnativenow.com,2,2
medium.com,2,1
