time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-26 00:00:00+00:00,45,17,33,5
2024-05-27 00:00:00+00:00,94,25,159,28
2024-05-28 00:00:00+00:00,129,65,148,35
2024-05-29 00:00:00+00:00,119,59,210,35
2024-05-30 00:00:00+00:00,137,65,99,18
2024-05-31 00:00:00+00:00,107,42,24,16
2024-06-01 00:00:00+00:00,269,96,20,6
2024-06-02 00:00:00+00:00,118,61,50,7
2024-06-03 00:00:00+00:00,356,156,373,31
2024-06-04 00:00:00+00:00,1167,137,266,21
2024-06-05 00:00:00+00:00,30,14,169,21
2024-06-06 00:00:00+00:00,74,20,82,22
2024-06-07 00:00:00+00:00,119,22,256,20
2024-06-08 00:00:00+00:00,64,14,15,2
