time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-26 00:00:00+00:00,30,6,14,13
2024-12-27 00:00:00+00:00,4,3,22,7
2024-12-28 00:00:00+00:00,4,4,4,2
2024-12-29 00:00:00+00:00,5,4,5,5
2024-12-30 00:00:00+00:00,14,2,41,10
2024-12-31 00:00:00+00:00,6,4,14,9
2025-01-01 00:00:00+00:00,5,4,33,14
2025-01-02 00:00:00+00:00,9,5,18,12
2025-01-03 00:00:00+00:00,15,11,25,9
2025-01-04 00:00:00+00:00,28,10,9,7
2025-01-05 00:00:00+00:00,12,8,20,8
2025-01-06 00:00:00+00:00,22,8,76,15
2025-01-07 00:00:00+00:00,13,10,105,26
2025-01-08 00:00:00+00:00,8,5,42,20
