referrer,views_total,views_unique
keptn.sh,275,59
Google,201,41
v1.keptn.sh,153,2
github.com,133,19
thenewstack.io,29,22
dt-rnd.atlassian.net,11,1
cncf.io,9,3
Bing,8,3
contribute.cncf.io,5,4
com.google.android.gm,5,4
