referrer,views_total,views_unique
github.com,313,23
keptn.sh,134,47
Google,72,41
Bing,14,1
com.google.android.gm,11,1
medium.com,10,5
contribute.cncf.io,9,4
dynatrace.com,7,1
cncf.io,6,5
com.linkedin.android,3,1
