referrer,views_total,views_unique
keptn.sh,487,58
Google,350,43
github.com,101,16
thenewstack.io,41,28
statics.teams.cdn.office.net,38,3
v1.keptn.sh,26,2
cncf.io,9,3
dt-rnd.atlassian.net,9,1
Bing,8,3
medium.com,4,4
