referrer,views_total,views_unique
Google,343,45
keptn.sh,293,56
Bing,174,5
github.com,140,29
medium.com,44,7
youtube.com,5,1
cncf.io,4,4
dynatrace.com,3,2
statics.teams.cdn.office.net,3,2
DuckDuckGo,2,2
