time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-16 00:00:00+00:00,51,17,8,7
2025-03-17 00:00:00+00:00,752,84,129,30
2025-03-18 00:00:00+00:00,169,53,294,29
2025-03-19 00:00:00+00:00,2386,180,932,31
2025-03-20 00:00:00+00:00,464,77,238,40
2025-03-21 00:00:00+00:00,207,79,40,19
2025-03-22 00:00:00+00:00,295,77,20,9
2025-03-23 00:00:00+00:00,204,84,33,9
2025-03-24 00:00:00+00:00,458,104,85,26
2025-03-25 00:00:00+00:00,95,53,126,22
2025-03-26 00:00:00+00:00,104,61,37,19
2025-03-27 00:00:00+00:00,219,87,47,12
2025-03-28 00:00:00+00:00,96,53,111,23
2025-03-29 00:00:00+00:00,146,67,13,9
