referrer,views_total,views_unique
keptn.sh,256,59
github.com,100,25
Google,91,42
cncf.io,22,7
medium.com,9,3
linkedin.com,6,2
contribute.cncf.io,6,2
dynatrace.com,4,3
statics.teams.cdn.office.net,3,2
chatgpt.com,2,1
