referrer,views_total,views_unique
Google,141,33
keptn.sh,97,45
medium.com,36,6
cncf.io,11,8
github.com,11,7
DuckDuckGo,5,2
gm-sdv.atlassian.net,5,1
jobspring-prod-uploads.s3.amazonaws.com,5,1
Bing,3,2
search.brave.com,2,1
