referrer,views_total,views_unique
keptn.sh,211,46
Google,115,30
github.com,50,19
medium.com,7,5
chatgpt.com,5,2
cncf.io,4,4
contribute.cncf.io,4,2
addup-team.atlassian.net,4,1
com.linkedin.android,4,1
Bing,3,2
