referrer,views_total,views_unique
keptn.sh,195,40
Google,182,43
DuckDuckGo,70,2
github.com,69,25
chatgpt.com,15,6
statics.teams.cdn.office.net,13,4
kyverno.github.io,7,1
Bing,5,1
cncf.io,4,4
jiraeu.epam.com,4,1
