referrer,views_total,views_unique
keptn.sh,175,47
Google,166,37
medium.com,37,6
github.com,26,14
DuckDuckGo,22,4
gm-sdv.atlassian.net,5,1
jobspring-prod-uploads.s3.amazonaws.com,5,1
cncf.io,4,4
kyverno.github.io,2,2
chatgpt.com,2,2
