referrer,views_total,views_unique
keptn.sh,436,82
github.com,320,69
Google,260,55
medium.com,73,10
youtube.com,22,3
summerofcode.withgoogle.com,18,8
cloudevents.io,16,1
Bing,12,1
lifecycle.keptn.sh,10,3
teams.internal.dynatrace.com,8,1
