referrer,views_total,views_unique
keptn.sh,369,78
github.com,221,61
Google,221,57
medium.com,69,7
youtube.com,23,3
summerofcode.withgoogle.com,14,7
lifecycle.keptn.sh,14,3
Bing,10,1
cncf.io,9,7
teams.internal.dynatrace.com,8,1
