url_path,views_total,views_unique
/keptn/lifecycle-toolkit,274,150
/keptn/lifecycle-toolkit/issues,82,16
/keptn/lifecycle-toolkit/pulls,55,10
/keptn/lifecycle-toolkit/tree/main/chart,51,8
/keptn/lifecycle-toolkit/pull/3654,39,2
/keptn/lifecycle-toolkit/pull/3653,37,3
/keptn/lifecycle-toolkit/tree/main/examples,35,10
/keptn/lifecycle-toolkit/tree/main/examples/sample-app,34,12
/keptn/lifecycle-toolkit/pull/3653/files,33,2
/keptn/lifecycle-toolkit/blob/main/metrics-operator/controllers/common/providers/prometheus/prometheus.go,32,7
