url_path,views_total,views_unique
/keptn/lifecycle-toolkit,56,50
/keptn/lifecycle-toolkit/actions,13,13
/keptn/lifecycle-toolkit/issues,10,7
/keptn/lifecycle-toolkit/commits,5,3
/keptn/lifecycle-toolkit/pulls,4,4
/keptn/lifecycle-toolkit/blob/main/CHANGELOG.md,3,3
/keptn/lifecycle-toolkit/commit/76a4bd92607d05c16c63ccc4c1dd91e35cb4d6b0,3,3
/keptn/lifecycle-toolkit/forks,3,3
/keptn/lifecycle-toolkit/commit/0f11b85474e54a1d7811bb5df90498e40e13ecda,2,2
/keptn/lifecycle-toolkit/commit/ad408fd3b2dbd8480baad0c730b3f209c0d3b503,2,2
