time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-01 00:00:00+00:00,61.0,6.0,13,5
2024-09-02 00:00:00+00:00,50.0,9.0,175,22
2024-09-03 00:00:00+00:00,29.0,7.0,133,29
2024-09-04 00:00:00+00:00,410.0,11.0,147,24
2024-09-05 00:00:00+00:00,835.0,10.0,100,25
2024-09-06 00:00:00+00:00,25.0,7.0,81,23
2024-09-07 00:00:00+00:00,1.0,1.0,10,5
2024-09-08 00:00:00+00:00,22.0,5.0,27,13
2024-09-09 00:00:00+00:00,82.0,6.0,114,25
2024-09-10 00:00:00+00:00,7.0,4.0,110,22
2024-09-11 00:00:00+00:00,46.0,5.0,124,15
2024-09-12 00:00:00+00:00,661.0,10.0,252,18
2024-09-13 00:00:00+00:00,,,243,17
2024-09-14 00:00:00+00:00,1.0,1.0,13,10
