referrer,views_total,views_unique
keptn.sh,252,54
Google,55,28
github.com,49,17
kyverno.github.io,15,1
cncf.io,8,6
contribute.cncf.io,5,2
statics.teams.cdn.office.net,5,2
Bing,3,2
m.sogou.com,3,1
thenewstack.io,2,1
