url_path,views_total,views_unique
/keptn/lifecycle-toolkit,205,122
/keptn/lifecycle-toolkit/issues,42,14
/keptn/lifecycle-toolkit/releases,32,5
/keptn/lifecycle-toolkit/tree/main/chart,20,8
/keptn/lifecycle-toolkit/blob/main/examples/sample-app/version-1/app-pre-deploy.yaml,19,5
/keptn/lifecycle-toolkit/blob/main/examples/sample-app/version-1/app-pre-deploy-eval.yaml,15,7
/keptn/lifecycle-toolkit/blob/main/examples/sample-app/version-1/appcontext.yaml,14,5
/keptn/lifecycle-toolkit/tree/main/examples/sample-app,11,7
/keptn/lifecycle-toolkit/tree/main/examples,10,8
/keptn/lifecycle-toolkit/blob/main/examples/sample-app/version-2/appcontext.yaml,10,6
