time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-23 00:00:00+00:00,161,69,10,9
2026-06-24 00:00:00+00:00,862,89,9,9
2026-06-25 00:00:00+00:00,1271,71,48,40
2026-06-26 00:00:00+00:00,1539,90,40,39
2026-06-27 00:00:00+00:00,428,86,68,67
2026-06-28 00:00:00+00:00,508,121,16,15
2026-06-29 00:00:00+00:00,299,81,33,30
2026-06-30 00:00:00+00:00,162,70,69,67
2026-07-01 00:00:00+00:00,142,68,50,42
2026-07-02 00:00:00+00:00,283,111,27,26
2026-07-03 00:00:00+00:00,2061,296,71,53
2026-07-04 00:00:00+00:00,218,95,53,47
2026-07-05 00:00:00+00:00,309,117,26,26
2026-07-06 00:00:00+00:00,278,82,26,26
