url_path,views_total,views_unique
/keptn/lifecycle-toolkit,175,123
/keptn/lifecycle-toolkit/issues,55,16
/keptn/lifecycle-toolkit/pulls,14,10
/keptn/lifecycle-toolkit/graphs/contributors,12,6
/keptn/lifecycle-toolkit/tree/main/dashboards/grafana,11,5
/keptn/lifecycle-toolkit/issues/3923,8,7
/keptn/lifecycle-toolkit/tree/main/dashboards/grafana/import,8,2
/keptn/lifecycle-toolkit/tree/main/dashboards/grafana/configmap,7,2
/keptn/lifecycle-toolkit/commits/main,6,4
/keptn/lifecycle-toolkit/tree/main/chart,5,5
