time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-17 00:00:00+00:00,120,15,87,20
2024-06-18 00:00:00+00:00,65,18,178,22
2024-06-19 00:00:00+00:00,70,16,41,13
2024-06-20 00:00:00+00:00,85,26,435,28
2024-06-21 00:00:00+00:00,24,8,130,13
2024-06-22 00:00:00+00:00,24,8,143,8
2024-06-23 00:00:00+00:00,10,5,32,8
2024-06-24 00:00:00+00:00,402,13,260,24
2024-06-25 00:00:00+00:00,18,3,266,24
2024-06-26 00:00:00+00:00,1281,15,323,33
2024-06-27 00:00:00+00:00,1349,23,319,27
2024-06-28 00:00:00+00:00,60,7,22,14
2024-06-29 00:00:00+00:00,33,6,2,2
2024-06-30 00:00:00+00:00,2,2,11,7
