referrer,views_total,views_unique
keptn.sh,172,52
Google,130,43
medium.com,38,6
github.com,26,14
DuckDuckGo,21,3
cncf.io,6,5
gm-sdv.atlassian.net,5,1
jobspring-prod-uploads.s3.amazonaws.com,5,1
kyverno.github.io,2,2
chatgpt.com,2,2
