url_path,views_total,views_unique
/keptn/lifecycle-toolkit,138,111
/keptn/lifecycle-toolkit/issues,36,12
/keptn/lifecycle-toolkit/graphs/contributors,15,7
/keptn/lifecycle-toolkit/pulls,10,8
/keptn/lifecycle-toolkit/issues/3923,5,5
/keptn/lifecycle-toolkit/tree/main/dashboards/grafana,5,4
/keptn/lifecycle-toolkit/tree/main/lifecycle-operator/config/samples/function_execution,4,1
/keptn/lifecycle-toolkit/blob/main/chart/Chart.yaml,3,3
/keptn/lifecycle-toolkit/blob/main/examples/sample-app/README.md,3,3
/keptn/lifecycle-toolkit/releases,3,3
