url_path,views_total,views_unique
/keptn/lifecycle-toolkit,204,143
/keptn/lifecycle-toolkit/issues,49,24
/keptn/lifecycle-toolkit/pull/3906,25,11
/keptn/lifecycle-toolkit/tree/main/examples/sample-app,17,10
/keptn/lifecycle-toolkit/pulls,11,9
/keptn/lifecycle-toolkit/blob/main/lifecycle-operator/chart/README.md,11,5
/keptn/lifecycle-toolkit/blob/main/examples/sample-app/README.md,11,3
/keptn/lifecycle-toolkit/pull/3904,10,5
/keptn/lifecycle-toolkit/issues/3717,10,4
/keptn/lifecycle-toolkit/issues/3356,8,6
