referrer,views_total,views_unique
keptn.sh,121,43
github.com,111,17
Google,110,33
medium.com,25,3
Bing,19,3
contribute.cncf.io,7,2
chatgpt.com,5,5
t.co,5,1
com.linkedin.android,4,4
cncf.io,4,4
