time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-05 00:00:00+00:00,97,51,56,17
2025-06-06 00:00:00+00:00,178,47,37,18
2025-06-07 00:00:00+00:00,222,60,23,4
2025-06-08 00:00:00+00:00,173,64,9,4
2025-06-09 00:00:00+00:00,109,47,17,10
2025-06-10 00:00:00+00:00,52,19,88,19
2025-06-11 00:00:00+00:00,110,60,103,21
2025-06-12 00:00:00+00:00,139,59,24,10
2025-06-13 00:00:00+00:00,341,63,66,21
2025-06-14 00:00:00+00:00,185,50,1,1
2025-06-15 00:00:00+00:00,229,60,6,6
2025-06-16 00:00:00+00:00,292,103,73,20
2025-06-17 00:00:00+00:00,114,64,67,23
2025-06-18 00:00:00+00:00,136,40,47,16
