referrer,views_total,views_unique
Google,115,26
keptn.sh,104,24
medium.com,15,2
cncf.io,12,7
github.com,9,7
search.brave.com,2,2
wiki.one.int.sap,2,1
chatgpt.com,2,1
DuckDuckGo,1,1
cn.bing.com,1,1
