referrer,views_total,views_unique
keptn.sh,708,57
Google,311,44
github.com,274,32
Bing,31,3
medium.com,30,7
statics.teams.cdn.office.net,22,3
cncf.io,8,7
contribute.cncf.io,5,2
chatgpt.com,4,2
v1.keptn.sh,4,1
