url_path,views_total,views_unique
/keptn/lifecycle-toolkit,84,65
/keptn/lifecycle-toolkit/pulls,13,7
/keptn/lifecycle-toolkit/issues,10,7
/keptn/lifecycle-toolkit/blob/main/renovate.json,3,1
/keptn/lifecycle-toolkit/blob/main/CODEOWNERS,2,2
/keptn/lifecycle-toolkit/discussions,2,2
/keptn/lifecycle-toolkit/issues/1095,2,2
/keptn/lifecycle-toolkit/pull/3936,2,2
/keptn/lifecycle-toolkit/tree/main/metrics-operator,2,2
/keptn/lifecycle-toolkit/blob/main/.github/workflows/validate-semantic-pr.yml,2,1
