time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-26 00:00:00+00:00,576,53,38,35
2026-08-27 00:00:00+00:00,778,213,50,37
2026-08-28 00:00:00+00:00,439,57,13,13
2026-08-29 00:00:00+00:00,596,119,29,28
2026-08-30 00:00:00+00:00,723,154,16,14
2026-08-31 00:00:00+00:00,1077,182,15,14
2026-09-01 00:00:00+00:00,264,65,33,28
2026-09-02 00:00:00+00:00,8545,115,5,3
2026-09-03 00:00:00+00:00,300,102,18,17
2026-09-04 00:00:00+00:00,103,59,32,22
2026-09-05 00:00:00+00:00,175,66,31,27
2026-09-06 00:00:00+00:00,92,66,23,23
2026-09-07 00:00:00+00:00,118,55,40,28
2026-09-08 00:00:00+00:00,166,77,54,48
