time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-07 00:00:00+00:00,182,68,17,15
2026-07-08 00:00:00+00:00,662,71,37,35
2026-07-09 00:00:00+00:00,262,64,41,39
2026-07-10 00:00:00+00:00,292,82,61,42
2026-07-11 00:00:00+00:00,182,50,59,39
2026-07-12 00:00:00+00:00,143,51,60,43
2026-07-13 00:00:00+00:00,369,72,43,39
2026-07-14 00:00:00+00:00,243,70,41,32
2026-07-15 00:00:00+00:00,147,42,40,37
2026-07-16 00:00:00+00:00,142,45,39,38
2026-07-17 00:00:00+00:00,202,52,54,42
2026-07-18 00:00:00+00:00,98,36,97,69
2026-07-19 00:00:00+00:00,302,69,94,77
2026-07-20 00:00:00+00:00,117,60,61,45
