url_path,views_total,views_unique
/keptn/lifecycle-toolkit,231,169
/keptn/lifecycle-toolkit/tree/main/chart,66,12
/keptn/lifecycle-toolkit/issues,52,21
/keptn/lifecycle-toolkit/blob/main/chart/Chart.yaml,42,9
/keptn/lifecycle-toolkit/tree/main/examples,35,8
/keptn/lifecycle-toolkit/tree/main/examples/sample-app,32,8
/keptn/lifecycle-toolkit/pull/3543,26,7
/keptn/lifecycle-toolkit/blob/main/chart/values.yaml,24,4
/keptn/lifecycle-toolkit/blob/main/assets/operator-maturity.jpg,21,10
/keptn/lifecycle-toolkit/pulls,21,8
