time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-16 00:00:00+00:00,249,94,239,30
2024-02-17 00:00:00+00:00,358,96,367,30
2024-02-18 00:00:00+00:00,238,53,315,26
2024-02-19 00:00:00+00:00,1475,129,1293,47
2024-02-20 00:00:00+00:00,3086,218,1441,47
2024-02-21 00:00:00+00:00,1869,163,852,59
2024-02-22 00:00:00+00:00,768,79,748,72
2024-02-23 00:00:00+00:00,3100,155,1049,49
2024-02-24 00:00:00+00:00,128,36,112,34
2024-02-25 00:00:00+00:00,207,14,182,29
2024-02-26 00:00:00+00:00,1530,116,1235,49
2024-02-27 00:00:00+00:00,1105,82,645,51
2024-02-28 00:00:00+00:00,1984,156,894,48
2024-02-29 00:00:00+00:00,2560,192,858,45
