referrer,views_total,views_unique
github.com,314,27
keptn.sh,259,51
Google,145,43
medium.com,21,5
cncf.io,13,7
statics.teams.cdn.office.net,10,3
Bing,9,2
dynatrace.com,7,2
alidocs.dingtalk.com,4,1
aperta-fons-bf53f.web.app,2,2
