referrer,views_total,views_unique
keptn.sh,326,55
github.com,146,27
Google,106,44
cncf.io,21,6
v1.keptn.sh,12,1
linkedin.com,3,3
gitcode.com,3,1
anchore.com,3,1
charts.lifecycle.keptn.sh,3,1
Baidu,2,2
