url_path,views_total,views_unique
/keptn/lifecycle-toolkit,69,54
/keptn/lifecycle-toolkit/issues,10,10
/keptn/lifecycle-toolkit/actions,6,6
/keptn/lifecycle-toolkit/pull/35,5,5
/keptn/lifecycle-toolkit/releases,4,2
/keptn/lifecycle-toolkit/issues/3356,3,3
/keptn/lifecycle-toolkit/blob/main/README.md,3,2
/keptn/lifecycle-toolkit/releases/tag/keptn-v2.5.0,3,1
/keptn/lifecycle-toolkit/blob/main/assets/operator-maturity.jpg,2,2
/keptn/lifecycle-toolkit/commit/8987cd1773ba2e90e941e87caece0020b1100a18,2,2
