time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-11 00:00:00+00:00,138,44,6,6
2026-04-12 00:00:00+00:00,217,70,9,9
2026-04-13 00:00:00+00:00,1081,60,18,14
2026-04-14 00:00:00+00:00,234,53,56,13
2026-04-15 00:00:00+00:00,232,49,27,19
2026-04-16 00:00:00+00:00,138,41,34,22
2026-04-17 00:00:00+00:00,128,44,99,46
2026-04-18 00:00:00+00:00,211,60,19,18
2026-04-19 00:00:00+00:00,117,47,6,6
2026-04-20 00:00:00+00:00,1408,62,14,10
2026-04-21 00:00:00+00:00,347,97,87,29
2026-04-22 00:00:00+00:00,184,72,16,15
2026-04-23 00:00:00+00:00,336,103,30,15
2026-04-24 00:00:00+00:00,262,95,22,16
