referrer,views_total,views_unique
keptn.sh,108,27
Google,103,21
github.com,13,8
chatgpt.com,9,5
medium.com,6,2
cncf.io,3,3
Bing,3,2
plural.sh,2,1
statics.teams.cdn.office.net,1,1
landscape.cncf.io,1,1
