referrer,views_total,views_unique
github.com,832,56
keptn.sh,311,50
Google,196,39
lifecycle.keptn.sh,176,24
cncf.io,35,12
summerofcode.withgoogle.com,28,3
aperta-fons-bf53f.web.app,22,7
goodfirstissues.com,18,5
medium.com,17,5
contribute.cncf.io,15,1
