referrer,views_total,views_unique
keptn.sh,417,60
Google,293,38
github.com,180,18
thenewstack.io,43,29
statics.teams.cdn.office.net,38,3
dt-rnd.atlassian.net,9,1
cncf.io,8,2
Bing,7,2
medium.com,4,4
contribute.cncf.io,3,2
