url_path,views_total,views_unique
/keptn/lifecycle-toolkit,171,114
/keptn/lifecycle-toolkit/issues,36,19
/keptn/lifecycle-toolkit/pull/3906,16,10
/keptn/lifecycle-toolkit/pulls,14,10
/keptn/lifecycle-toolkit/tree/main/examples/sample-app,12,8
/keptn/lifecycle-toolkit/issues/3360,11,4
/keptn/lifecycle-toolkit/blob/main/examples/sample-app/README.md,11,3
/keptn/lifecycle-toolkit/tree/main,10,6
/keptn/lifecycle-toolkit/blob/main/examples/sample-app/base/container-task.yaml,10,5
/keptn/lifecycle-toolkit/tree/main/examples,10,3
