url_path,views_total,views_unique
/keptn/lifecycle-toolkit,271,164
/keptn/lifecycle-toolkit/issues,63,23
/keptn/lifecycle-toolkit/tree/main/chart,50,10
/keptn/lifecycle-toolkit/tree/main/examples/sample-app,31,8
/keptn/lifecycle-toolkit/blob/main/chart/Chart.yaml,28,7
/keptn/lifecycle-toolkit/blob/main/chart/values.yaml,27,8
/keptn/lifecycle-toolkit/tree/main/metrics-operator,25,6
/keptn/lifecycle-toolkit/graphs/contributors,22,3
/keptn/lifecycle-toolkit/discussions,22,2
/keptn/lifecycle-toolkit/tree/main/examples,18,6
