referrer,views_total,views_unique
keptn.sh,439,92
github.com,386,72
Google,189,64
youtube.com,22,3
Bing,18,3
lifecycle.keptn.sh,16,2
summerofcode.withgoogle.com,11,8
medium.com,10,4
teams.internal.dynatrace.com,8,1
cncf.io,7,5
