time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-05 00:00:00+00:00,68,19,60,14
2024-05-06 00:00:00+00:00,112,46,197,33
2024-05-07 00:00:00+00:00,242,41,210,40
2024-05-08 00:00:00+00:00,1471,86,457,33
2024-05-09 00:00:00+00:00,248,26,103,28
2024-05-10 00:00:00+00:00,71,19,158,28
2024-05-11 00:00:00+00:00,73,17,18,9
2024-05-12 00:00:00+00:00,70,16,28,13
2024-05-13 00:00:00+00:00,1649,87,582,31
2024-05-14 00:00:00+00:00,692,58,185,43
2024-05-15 00:00:00+00:00,112,31,233,27
2024-05-16 00:00:00+00:00,108,23,106,30
2024-05-17 00:00:00+00:00,1389,80,209,30
2024-05-18 00:00:00+00:00,238,27,39,13
