url_path,views_total,views_unique
/keptn/lifecycle-toolkit,285,151
/keptn/lifecycle-toolkit/issues,67,18
/keptn/lifecycle-toolkit/tree/main/lifecycle-operator,47,9
/keptn/lifecycle-toolkit/tree/main/examples,35,8
/keptn/lifecycle-toolkit/tree/main/examples/sample-app,29,10
/keptn/lifecycle-toolkit/tree/main/examples/support,28,3
/keptn/lifecycle-toolkit/pull/3581,26,8
/keptn/lifecycle-toolkit/issues/3121,25,8
/keptn/lifecycle-toolkit/pulls,21,8
/keptn/lifecycle-toolkit/tree/main/lifecycle-operator/controllers/lifecycle,20,4
