url_path,views_total,views_unique
/keptn/lifecycle-toolkit,266,159
/keptn/lifecycle-toolkit/issues,64,22
/keptn/lifecycle-toolkit/tree/main/chart,52,11
/keptn/lifecycle-toolkit/tree/main/examples/sample-app,31,8
/keptn/lifecycle-toolkit/blob/main/chart/values.yaml,29,9
/keptn/lifecycle-toolkit/blob/main/chart/Chart.yaml,28,7
/keptn/lifecycle-toolkit/tree/main/metrics-operator,25,6
/keptn/lifecycle-toolkit/graphs/contributors,23,4
/keptn/lifecycle-toolkit/discussions,22,2
/keptn/lifecycle-toolkit/tree/main/examples,18,6
