referrer,views_total,views_unique
github.com,831,45
keptn.sh,474,60
Google,260,44
goodfirstissues.com,45,8
medium.com,28,7
cncf.io,22,7
summerofcode.withgoogle.com,20,4
landscape.cncf.io,16,10
linkedin.com,15,3
Bing,7,4
