time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-24 00:00:00+00:00,128,36,112,34
2024-02-25 00:00:00+00:00,207,14,182,29
2024-02-26 00:00:00+00:00,1530,116,1235,49
2024-02-27 00:00:00+00:00,1105,82,645,51
2024-02-28 00:00:00+00:00,1984,156,894,48
2024-02-29 00:00:00+00:00,2582,193,859,45
2024-03-01 00:00:00+00:00,2089,147,707,55
2024-03-02 00:00:00+00:00,45,15,223,24
2024-03-03 00:00:00+00:00,511,69,170,27
2024-03-04 00:00:00+00:00,2735,240,834,44
2024-03-05 00:00:00+00:00,1662,185,710,60
2024-03-06 00:00:00+00:00,1163,122,430,50
2024-03-07 00:00:00+00:00,1412,122,738,59
2024-03-08 00:00:00+00:00,223,41,427,42
