referrer,views_total,views_unique
keptn.sh,118,41
github.com,111,16
Google,106,30
medium.com,25,3
Bing,19,3
t.co,5,1
cncf.io,4,4
com.linkedin.android,4,4
chatgpt.com,4,4
search.brave.com,4,3
