url_path,views_total,views_unique
/keptn/lifecycle-toolkit,247,167
/keptn/lifecycle-toolkit/issues,53,18
/keptn/lifecycle-toolkit/tree/main/chart,45,12
/keptn/lifecycle-toolkit/blob/main/chart/Chart.yaml,42,9
/keptn/lifecycle-toolkit/tree/main/lifecycle-operator,28,7
/keptn/lifecycle-toolkit/tree/main/examples/sample-app,27,6
/keptn/lifecycle-toolkit/blob/main/assets/operator-maturity.jpg,21,10
/keptn/lifecycle-toolkit/pulls,20,8
/keptn/lifecycle-toolkit/tree/main/examples,20,5
/keptn/lifecycle-toolkit/blob/main/chart/values.yaml,20,4
